% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=396684, Thu Feb  2 15:03:57 2023, <python>{}</python>
1 17 0.9533413806565678 1.0000493601925333 27776.807733484187 2.7776807733484187e+04 36961.57825430558 47099.196087578624   
2 34 0.9165223294189261 1.0229817255627591 24798.05363131158 2.4798053631311581e+04 39462.88721699579 66198.91236047845   
3 51 0.8835125478391402 1.0258559516102277 24798.05363131158 2.8528587160501243e+04 38738.31214146956 58240.10518051876   
4 68 0.8541797292122885 1.0302258826405954 24798.05363131158 3.2809048575087807e+04 44375.798813300025 56542.69037476711   
5 85 0.8287296246278623 1.0347898126642283 24798.05363131158 3.5914012008142148e+04 42545.3179935804 51279.02557691711   
6 102 0.8081292337775244 1.0372050443706424 24798.05363131158 3.4788886947353836e+04 45822.2100120198 74470.4473015712   
7 119 0.7883214039415631 1.0403632841380626 24798.05363131158 3.2606473433752279e+04 40549.52825025274 62174.75221927422   
8 136 0.7710793912107049 1.0434982979140397 24798.05363131158 2.6686592100016904e+04 39422.58092939426 63768.06630002848   
9 153 0.7517373948051639 1.0465407350950908 24233.67795463864 2.4233677954638639e+04 36742.063956973194 48978.397783153036   
10 170 0.7377696816629147 1.0494168332596758 21822.10481986397 2.1822104819863969e+04 30506.432807688216 41781.01268374152   
11 187 0.7257731024436948 1.0535288633022923 21822.10481986397 2.5912995923400387e+04 32683.695507198914 39592.28985767455   
12 204 0.7106157182536043 1.0569886592581483 20599.53379152353 2.0599533791523529e+04 29000.146999017623 41625.15030387382   
13 221 0.6980661878625809 1.0605489126705974 15924.255727680915 1.5924255727680915e+04 28190.226824996287 47326.147857216994   
14 238 0.6854880066793648 1.0667560016215654 15924.255727680915 2.2382650253784010e+04 29198.652757610907 39679.05730787994   
15 255 0.6712474533904642 1.0696876050394717 13575.439675781568 1.3575439675781568e+04 27115.4205852743 40965.0822125358   
16 272 0.6599503207290602 1.0733399777915078 13575.439675781568 1.6661909010415078e+04 25235.482919855764 35486.03638057611   
17 289 0.6502465751687214 1.0767565584125258 12163.64660410749 1.2163646604107489e+04 24554.615188849708 37495.76539876579   
18 306 0.640087616061204 1.0795481229702348 12163.64660410749 1.4108261587368415e+04 19578.966690074092 28792.038102083283   
19 323 0.6324263838292014 1.0832793029906833 12163.64660410749 1.3302408414923793e+04 20423.987463379297 25382.092066344914   
20 340 0.6234270539525197 1.0876947366815648 12163.64660410749 1.7292662279651828e+04 22908.85263162575 28513.46709237876   
21 357 0.6155104373527658 1.091671726631807 12163.64660410749 1.5543772968602418e+04 21826.686606183266 33872.308230294686   
22 374 0.6061422637326705 1.0953755262179419 12163.64660410749 1.7063038356112414e+04 25596.317371551013 33691.01775414254   
23 391 0.599005629674848 1.099414363653134 12163.64660410749 1.5601724636307417e+04 24736.495437612044 34312.23836423501   
24 408 0.5900588908288145 1.102539228596481 12163.64660410749 1.4996889074953540e+04 21945.904457708668 34196.67505099928   
25 425 0.579231440659254 1.1062583159231758 12163.64660410749 1.5621010877556255e+04 21782.15625369031 28363.95614574302   
26 442 0.5679077904095808 1.1097075495723658 12163.64660410749 1.5138905328575594e+04 19464.189007760597 26848.56339528408   
27 459 0.5584628676335307 1.1126009134844326 12163.64660410749 1.4532270110719610e+04 21838.715916780657 27785.870168651334   
28 476 0.5500043034801447 1.1170870519966538 12163.64660410749 1.3980845824706787e+04 19778.015990833195 33869.258178201155   
29 493 0.5416765408710583 1.1240565411681747 12163.64660410749 1.4365117349273332e+04 19951.37002179543 28463.31256247038   
30 510 0.5297257347067643 1.1275210182234177 12163.64660410749 1.4514938681176134e+04 20411.3727323617 24192.330180774698   
31 527 0.5158298788926283 1.1310391032742257 11510.502006871226 1.1510502006871226e+04 18901.93944079822 33139.75963861438   
32 544 0.5047776283603599 1.1330581115331357 11510.502006871226 1.3639069014825405e+04 20232.34941632561 26961.328036913405   
33 561 0.4940527912331698 1.13467752044434 11510.502006871226 1.2106186426331815e+04 17342.42723684688 23524.568789580288   
34 578 0.48172559600490406 1.135958116167631 10713.373635961258 1.0713373635961258e+04 14761.46572634318 23758.445467895956   
35 595 0.4710183048119031 1.137839992481455 8291.134710360076 8.2911347103600765e+03 14566.291996739248 20224.525628476316   
36 612 0.46278018217416045 1.1401326184029892 8291.134710360076 8.8389700496814894e+03 13245.78467294918 20973.795222155557   
37 629 0.45697813312588664 1.1413533224717407 7031.4742304935635 7.0314742304935635e+03 11705.301198405576 18451.776410124636   
38 646 0.44914758232424407 1.141636132447814 7031.4742304935635 7.7358508591067830e+03 13220.248159374982 16508.452470913973   
39 663 0.44076526039065944 1.1418407177369205 7031.4742304935635 8.8873883053216159e+03 12648.510738384472 19736.0856206356   
40 680 0.43282273522517845 1.1430285831865947 6858.634429042311 6.8586344290423112e+03 11919.30545195422 15369.195900808802   
41 697 0.4270577322872551 1.1446803765004934 6858.634429042311 7.4450159212457893e+03 11695.124915716517 16844.195245138875   
42 714 0.42174612860844357 1.1479618906279436 6858.634429042311 8.5131194546572660e+03 11057.089693122478 14816.480041707411   
43 731 0.4146596250151857 1.1478616891351052 6858.634429042311 8.6791197519663710e+03 11165.444145313415 15669.542116976063   
44 748 0.40680293808043994 1.149157856276908 6858.634429042311 7.3454208643650018e+03 11613.71301913156 15172.214972075262   
45 765 0.3994428208447089 1.1496725595612185 6858.634429042311 8.4749096034656141e+03 10466.487432922788 15712.761707245041   
46 782 0.3904093448247253 1.1502894176787646 6619.126527602381 6.6191265276023814e+03 10610.842970965845 13326.078964475526   
47 799 0.3807453690753091 1.1513707462630485 6619.126527602381 7.5893944270769880e+03 9660.130232825353 12451.763177438084   
48 816 0.3733896736540659 1.1522623752947307 6619.126527602381 6.7307376855420534e+03 10645.006953249655 13529.492770417699   
49 833 0.3660435120567395 1.1524344670563185 6619.126527602381 7.4671532907557857e+03 10233.87028629581 12333.253474609264   
50 850 0.35746147525672745 1.153419206610625 6619.126527602381 7.2182286377653109e+03 8931.154733519978 13401.62197723031   
51 867 0.34645706258497316 1.1550884759318287 5954.354409292801 5.9543544092928014e+03 8094.221059113805 12359.385929407414   
52 884 0.33887021555467267 1.1549646284672364 5607.452463184122 5.6074524631841223e+03 7345.125020479335 11451.021414700454   
53 901 0.3336280151441887 1.1565890556375014 3347.11710089292 3.3471171008929200e+03 7014.07192062937 12553.30897509102   
54 918 0.3279805062420305 1.1586312469639615 3347.11710089292 4.4275826595593708e+03 6967.177757663555 8084.6534727609305   
55 935 0.3246561131212753 1.1612273280167753 3347.11710089292 4.7035791623537643e+03 6276.054307393767 8805.652852283873   
56 952 0.3204063687297456 1.1632877892529614 3347.11710089292 4.2174596342959094e+03 6531.7094100914765 9066.560868150276   
57 969 0.31633105518802784 1.1635819446385045 3347.11710089292 4.8167305395779331e+03 6652.502470512356 7856.7769442330155   
58 986 0.3124201454328566 1.1662007733159911 3347.11710089292 3.9643871807608184e+03 6182.442694221825 8409.774751868079   
59 1003 0.30690829915110024 1.16724882868277 3347.11710089292 3.6785279228817262e+03 5359.120875011732 7533.700353901026   
60 1020 0.30256172637448026 1.1707697471311407 3108.163852145628 3.1081638521456280e+03 5517.8124999056945 9616.747149232335   
61 1037 0.29852004022212736 1.1732712578824402 3108.163852145628 3.4409795829336863e+03 5154.641711695772 8864.543284844165   
62 1054 0.29397311310184865 1.1769281632274626 3108.163852145628 3.4139231431020471e+03 5377.033487740888 7450.856607471438   
63 1071 0.2897730938280832 1.179424196081597 3108.163852145628 3.3553764059024611e+03 4842.385594186047 6152.5108447616785   
64 1088 0.28555703723015874 1.1825065512943205 3108.163852145628 3.1436175453346987e+03 4452.235061926042 6152.061282858217   
65 1105 0.28248188634683086 1.1851354492509685 3108.163852145628 3.6591023638949887e+03 5069.320514151885 6712.831645476648   
66 1122 0.27808523550838277 1.188160947799449 3108.163852145628 3.3364848983800575e+03 4969.9840658266485 8121.9696788659985   
67 1139 0.2735495397972214 1.190306864171163 3108.163852145628 3.4588826628771776e+03 4294.136964879118 5770.7414581854   
68 1156 0.2701886580318368 1.1943607621617516 3108.163852145628 3.6631617164790578e+03 4936.097623056299 6559.3655341889435   
69 1173 0.2656118362675367 1.1958050941309586 2712.211746000531 2.7122117460005311e+03 4696.940150123333 6743.9645453042785   
70 1190 0.26049493984579886 1.196478600545035 2712.211746000531 3.0973479062806869e+03 4161.508533358195 6167.828525612968   
71 1207 0.2562137240587513 1.1975591151414158 2712.211746000531 2.9591196435321199e+03 3937.7861412928564 6516.249817231991   
72 1224 0.2521283440026167 1.1995772951902874 2712.211746000531 2.8324495694768693e+03 4396.563825933198 5845.683870081899   
73 1241 0.24791276600033527 1.2014099625955243 2712.211746000531 3.1243513090829711e+03 4047.5667260183195 6712.70894074078   
74 1258 0.2443517733725062 1.2036399860498437 2712.211746000531 2.9116165798872044e+03 4110.132500900432 5445.483941851046   
75 1275 0.24012035908241153 1.2070755506352848 2712.211746000531 2.8703164183001500e+03 3869.0606402440276 5270.79539680074   
76 1292 0.23550066853444782 1.2097118874923882 2712.211746000531 3.1883795489534268e+03 3762.9278721087844 4609.070112656385   
77 1309 0.2305511833643291 1.2109737556199376 2712.211746000531 3.0005367923134741e+03 3977.747959738696 5145.625101715085   
78 1326 0.22581724896384495 1.2122252365084552 2511.845374218079 2.5118453742180791e+03 3902.150864057356 5167.8427975383875   
79 1343 0.2211202328742725 1.2157912761167995 2061.9723975713296 2.0619723975713296e+03 3300.5351251927923 4489.537144109691   
80 1360 0.2163451469987668 1.2194987314495591 2061.9723975713296 2.6050864962467599e+03 3423.035041776656 4949.714526549917   
